;text_id;text;text_to_span;эймериоз;абсцесс;диспепсия молодняка;остертагиоз;мастит;инфекционный ринотрахеит;отёк вымени;тенденит;сибирская язва;лишай;другое
258;259;"Корова не может подняться на ноги
Корова не может подняться на ноги - при помощи тяжело, но подымается, ходит шатается, пасется, аппетит есть как обычно, жвачка есть, пьет. Чувствительность на ногах есть (проверял иглой) чем лечить и что с ней произошло - травм нет?";не может подняться на ноги, ходит шатается;0;1;0;0;0;0;0;0;0;0;1
259;260;Здравствуйте, у меня такой вопрос: корова ещё не отелилась, с дня на день жду, а в одной дойке сыворотка с кровью, что это может быть и как лечить?;Сыворотка с кровью;0;0;0;0;1;0;0;0;0;0;0
260;261;Корова отелилась почти 1,5 месяца назад. Отел четвертый. После отела у коровки был сильный отек, убавили концентраты, ограничили воду, давали отруби и сено. За две недели отек спал. Стали постепенно выходить на полный рацион. Как только вышли на него, так начал появляться отек, в обед- не очень сильный, вечером - очень сильный, утром- отека нет, и так каждый день. Вымя холодное, молоко чистое. Никакие мази не помогают. Что делать не знаем! Откуда берется отек? А может это и не отек?;сильный отек;0;0;0;0;0;0;0;0;1;0;1
261;262;"Доброго времени суток! У моей буренки уже 1.5 месяца с шеи опадают волосы (именно только с шеи с двух сторон, на остальных участках тела залысин нет) и чешется. Связались с ветеринаром, проставили вакцину ЛТФ-130 и двукратно с перерывом в 2 недели тетрагидровит. Но шея все равно продолжает лысеть. Отелилась 2 мес назад и буквально через пару недель это началось. Ветеринар разводит руками. Может ли быть это действительно авитаминоз, только сильный, что с двух доз не прошло?
 П. С. Корова стоит в одном сарае с козами и кроликами - все остальные здоровы, не заразились.";С шеи опадают волосы, чешется;0;0;0;0;0;0;0;0;0;1;1
262;263;Добрый день всем. дело было так вечером заметил что один бычёк годовалый начал кашлять и не набирал вес прокололи . позже начали кашлять другие тёлки и бычки,но среде них крупный бык есть он вроде не кашляет.вечером после паздбища даю ячмень с кукурузой молотый спят на улице. что может причинай этому (ветеринар сказал из-за мочака кушали траву);Кашлять, не набирал вес;0;0;0;0;0;1;0;0;0;0;1
263;264;"У коровы отсутствует жвачка. 
Здравствуйте. Нужна ваша помощь. Корова со вчерашнего дня грустная. Сено кушает хорошо, пьёт тоже. Молоко тоже в норме. А жвачки нет, где она?";Жвачки нет;0;0;0;0;0;0;0;0;1;0;1
264;265;у коровы упало молоко за две недели от 30 до 1,ничего не ест;Упало молоко;0;0;0;0;1;0;1;0;0;0;0
265;266;"Как лечить высыпания на коже у коровы?
Здравствуйте, что высыпание у коровы на лопатке. Где-то 2–3 месяца, на другом месте нет. Слеза, слюна и сопля не течёт. Аппетит хороший, молоко не убавила. Как лечить?";Высыпания на коже, высыпание у коровы на лопатке;0;0;0;0;0;0;0;0;1;1;1
266;267;"Болит вымя у коровы
Перед отелом у коровы вымя стало очень твердым на ощупь, а когда отелилась увеличилось и стало просто как камень. Молоко идет нормально, без сгустков и крови, но видимо вымя у коровы болит. Может кто подскажет как ей помочь?";Вымя стало очень твердым, вымя у коровы болит;0;0;0;0;0;0;1;0;0;0;0
267;268;Теленок месячный, с утра была жива здорова попила молочка от коровки, загнали обратно в свой загончик. Прошло часа два, смотрим лежит не встает стонет, охает. Ветврач посоветовала сделать клизму и предположила, что какая-то беломышечная болячка. После клизмы говно нормальное не понос, даже встала ходила какое-то время, делал массаж живота ей. Кто сталкивался с таким, посоветуйте, что можно сделать?;Лежит не встает стонет;0;0;0;0;0;0;0;1;0;0;1
268;269;"Корова за месяц до отёла начинает давать молоко с кровью
Здравствуйте! Очень нужен совет. У мамы есть корова, сейчас корова стельная третий раз, в конце февраля отел. Но каждый год за 36–37 дней до отела начинает доить с кровью, лечения не помогают, а чем дальше, тем страшнее — молоко со сгустками крови.";Молоко с кровью, молоко со сгустками крови;0;0;0;0;1;0;0;0;0;0;0
269;270;"Телята дорастают до определённого возраста и начинаются проблема с ногами
Телёнку 4 месяца, вечером играл, бегал во дворе, а утром не встал передние ноги поджаты под себя, пробовали ставить его на ноги, на задние упирается, а передние даже не разгибает. Ест и пьёт хорошо. У нас в селе у многих такая проблема, кто телят купил в колхозе. Телята дорастают до определённого возраста и начинаются проблема с ногами. Если сталкивались с такими признаками, подскажите, хоть что это за болезнь. Я думаю это врождённое что-то. Только не знаю, при каких заболеваниях могут быть с возрастом проблема с ногами.";Проблема с ногами;0;0;0;0;0;0;0;1;0;0;1
270;271;Всем доброго дня! Пришло и мое время просить помощи. Сколько держим коров, с таким впервые столкнулась. Вчера отелилась первотелка. Вымя расперло до такой степени, что нет сосков. Сдаиваю потихоньку литр-полтора и все. Правая сторона-не дает притронуться. Оставили с ней теленка, но продолжаю ходит сдаивать (никаких сгустков нет). Помогите пожалуйста советом. Что делать? Чем лечить? Корову испортим тем, что до конца не сдаивается?;Нет сосков;0;0;0;0;0;0;1;0;0;0;0
271;272;"Корова не ест, не пьёт
Друзья помогите, корова не ест, не пьёт, с утра чуток воды попила и всё весь день вялая. Молока мало утром дала, кормили как всегда, ничего особенного не давали, днём бициллин сделали — сдвигов нет. Что делать?";Корова не ест, не пьёт;0;0;0;0;0;0;0;0;1;0;1
272;273;У телёнка пропало зрение, не ест и температурит. Что посоветуете? Спасибо заранее.;Пропало зрение, не ест, температурит;0;0;0;0;0;1;0;0;0;0;1
273;274;У меня телята 3 месяца. У них уже 15 дней жидкий стул. Что делать? Урезали пойло.;Жидкий стул;1;0;1;1;0;0;0;0;0;0;0
274;275;По всему телу и на вымени появляются волдыри но это не овод говорят. Ветеринар местный не знает что это;волдыри;0;0;0;0;0;0;0;0;1;1;1
275;276;здравствуйте. у телки на ноге выросла шишка. сначала это было небольшое черное пятно, размером с пятирублевую монету. за зиму выросло раз в двадцать. кожа на поверхности шишики лопается и течет кровь. подскажите, что это за образование и можно ли это лечить?;На ноге выросла шишка;0;1;0;0;0;0;0;0;1;0;0
276;277;Здравствуйте. У коровы за 6 месяцев выросла большая шишка. Раньше эта шишка была очень маленькая. Мы мазали мазью и она почти прошла. Но в один прекрасный день она расчесала ее копытом. Шишка начала гноиться. Текла кровь. Чем только не мазали. Врачи не знает что это такое. Обкололи антибиотиками. Вроде шишка перестала расти. Но все равно не проходит. Что это может быть?;Выросла большая шишка;0;1;0;0;0;0;0;0;0;0;0
277;278;Купила корову, а на дойках прыщи, как бородавки,бугорки... Вет.врач сказал мазать цинковой мазью. А как они начнут проходить и через сколько? Наверно ей больно. Ведь они разные по всей дойке.;На дойках прыщи как бородавки;0;0;0;0;0;0;0;0;1;1;1
278;279;Может ли асцит передаваться наследственным путем у крупно-рогатого скота? Дело в том, что после отела пару месяцев не могла снять отек с вымени у коровы, когда у меня закончился запас прочности и сил, зарезали. Оказалась водянка брюшной полости. Тёлочке от этой коровы сейчас 4 месяца и вот выпуская ее на поле она бежит, а в брюхе бурлит как в бочке с водой, причем утром она обычно отказывается пить, такое происходит и вечером, когда бежит домой. Кушает и пьет нормально, вес набирает хорошо. Может я и перестраховываюсь, но нужен совет, или успокоить или насторожить меня. Пожалуйста кому не трудно, ответьте. У телки хорошие задатки на корову, хочу оставить, но теперь боюсь, что получится как с ее мамой.;Отек с вымени у коровы, водянка брюшной полости;0;0;0;0;0;0;1;0;0;0;0
279;280;"Доброго всем времени суток!
 В июле 17-го года наша корова должна была телиться. Оказалась яловой, а мы уже успели запустить.
 Крыли пару раз, да не покрывалась(плохой врач работала, у неё из 3-х коров ни одна неё покрылась).
 В начале февраля покрыли и успешно, слава Богу!
 В начале прошлой недели начало наливаться вымя.
 Сдоила пару струек, там солоноватая бело-прозрачная липкая жидкость. Сегодня, как только к корове подходжу, у неё из двух задних довей течёт. Из одной струей, из другой капает.
 Что с этим делать? Телится ей ещё не скоро. Только середина срока.";Начало наливаться вымя, бело прозрачная липкая жидкость;0;0;0;0;1;0;1;0;0;0;0
280;281;"Делимся опытом лечения копыт у крупного рогатого скота.
Прошу поделиться опытом лечения копыт КРС. Гниль, свищи, гнойники на копытах у скота. Поделитесь опытом, чем пользовались. Может откроете какой-нибудь свой секрет в приготовлении мази) и при каких копытных болячках лучше помогает.";Гниль, гнойники на копытах у скота;0;1;0;0;0;0;0;0;0;0;1
281;282;У моей коровы после отела забился или искривился молочный канал. Молоко доится фонтаном. Подскажите что делать, очень тяжело доить эту долю.;Забился или искривился молочный канал, молоко доится фонтаном;0;0;0;0;1;0;1;0;0;0;0
282;283;"Почему корова не гуляет, отёл был пять месяцев назад. 
Скажите пжл, корова отелилась пять месяцев назад. Отел прошел отлично. Но она почему-то не гуляет. Что это может быть?";Не гуляет;0;0;0;0;1;0;0;0;0;0;1
283;284;"Всем здравствуйте!
 Подскажите, пожалуйста.
 У нас у быков появились шишки на животе и внутри ушей. Появились резко, у обоих сразу. Породы Джейсерской. Возраст 1,5 года.
 Стоят уже месяц без выгула, зима.
 Коровы стоят рядом чистые.
 Что это может быть и чем лечить?";Появились шишки на животе и внутри ушей;0;1;0;0;0;0;0;0;0;0;0
284;285;Помогите советом! У нас вот такая беда: корова перед отёлом в пятницу с вечера легла и утром не встала. Мы сразу вызвали вет. врача, но увы сразу у нас не ходят...По его совету мы поставили нашей бурёнке 40мл железа, 5 мл тетравита,и 50мл борглюконата. Вет врач пришёл только в воскресенье в обед, поставил ей глюкозу и кальций хлорид внутривенно , 7мл кофеина. Корова при нём же стала телится. Когда вет.врач проверил, то оказалось, что у неё сразу два телёнка шли на выход Вет. врач вытащил сначала одного, затем второго. Телятки оба нормальные, не худые. Сказал, что родового пореза нет, надо кормить и переворачивать, встанет. Корова счистилась сама.В понедельник я поставила ей снов кофеин и кальфосет подкожно в шею 100мл. Вет.врач был во вторник по моей просьбе, сделал ей глюкозу внутривенно и 7мл кофеина, посоветовал её поднять с помощью лебедки, но стало ещё хуже, бедная коровка просто висела и её снова положили только уже на правый бок. Корова ест сено, варёную болтушку, пьёт , нормально опорожняется, но не встаёт. Что делать помогите советом? Я её сдаиваю как могу, молока мало, телят пою от другой коровы. Сегодня понедельник, а корова не встала, пожалуйста дайте ответ на почту Snegirewa060457@mail.ru;Не встала;0;0;0;0;0;0;0;1;0;0;1
285;286;"У коровы вымя стало краснеть, как будто загорело на солнце. Сначала чуть-чуть, а теперь всё красное, как будто ожёг.
Вымя обычное, красное, молоко вкус не изменило и даёт столько молока, как всегда, хлопьев нет, не твёрдое. Где-то недели три назад заметила, что волосики на вымени как будто кто-то выстригает. Корова после отёла как месяц, раздаивали, массажировали, думала, что это мышки мазь пробовали, потом стало всё обширнее краснеть, а сейчас все вымя розовое, как будто солнце припалило. Не пойму, что такое? Блин, может аллергия? Но на что? Корм один и тот же, подстилка одна и та же…";Вымя стало краснеть;0;0;0;0;0;0;1;0;0;1;0
286;287;У меня заболела корова, снизился надой с 20 до 2 литров. Молоко с кисловатым привкусом.;Заболела корова, молоко с кисловатым привкусом;0;0;0;0;1;0;1;0;0;0;0
287;288;У коровы внутри соска почти у выхода какое-то уплотнение образовалось — корове больно, когда за сосок берёшь в районе шишки. Доить проблема, не даётся, лягается.;Уплотнение образовалось;0;1;0;0;0;0;0;0;0;0;0
288;289;"Здравствуйте! хочу помочь маме, которая живет в селе и не имеет доступа в интернет. позвонила сегодня и рассказала, что ее корова, которая недавно отелилась, на протяжении двух последних дней, ведет себя мягко говоря, странно. Временами у животного идет пена изо рта и она грызет кормушку, лижет пол и стену, будто пытаясь что-то выплюнуть. Два дня корова не жевала ""жвачку"", но желудок при этом работал (шумно, как при расстройстве). Подскажите, пожалуйста, что происходит с животным? Как помочь? Заранее, спасибо!";Пена изо рта;0;0;0;0;0;1;0;0;0;0;1
289;290;"Чем лечить понос с кровью у телёнка?
У телёнка понос с кровью, что делать? Ничего не кушает.";Понос с кровью;1;0;0;0;0;0;0;0;0;0;1
290;291;"Здравствуйте!
 Умер бык, возрастом 1 год 3 месяца. Рано утром увидел лежащего быка в загоне, сразу понял что он здох. На месте видны следы конвульсий, ногами раскидал снег и сильно махал головой, да так что РОГ себе оторвал!!! было много крови. Бык был еще теплый на улице -15 градусов, то есть заметил я его практически после смерти, притом никаких звуков ревов и тд я не слышал. Вскрыв быка необнаружил Никаких патологий, кроме больного легкого темное местами фиолетовое, ну вообщем воспаленное, но не так чтобы там разваливалось. Бык не кашлял , был активным хорошо ел, буквально пред идущем вечером гладил его не заметил ничего.
 В чем может быть причина резкой гибели животного?
 быки в количестве 5 штук одного возраста до 1.5 лет содержаться в загоне кормушка общая, загон новый. ближайшее хозяйство с крс в 15 км, в поселке всего 6 коров 2 из которых у меня. Рязанская область о сибирки в регионе вообще не слышал.осенью не прививал этих быков т.к. сейчас должен проходить забой. на кишечнике и желудках не было поталогий( не пятен, не покраснений, не вздутия полон пищи (сено молотый ячмень жом).
 К сожалению селезенка не сохранилась (собаки)
 бык был разделан, можно ли его употреблять в пищу*?";Следы конвульсий;0;0;0;0;0;1;0;0;0;0;1
291;292;всем привет,корова сегодня отелилась отек вымени нужно ли уберать? или сдаивать пощаще,подскажите пожалуйста;Отек вымени;0;0;0;0;0;0;1;0;0;0;0
292;293;"Бычок не ест, что делать?
Здравствуйте, у меня бычок не ест, почти неделя. Ветеринара вызвали, но он толком не знал, ничего сказать не мог, и предположил: может что-то укусило. Я даю корм — смесь всяких зерн. У него есть температура и понос, ну и жвачка есть.";не ест;1;0;0;0;0;0;0;0;0;0;1
0;0;Добрый день, кто знает что такое болезнь, когда шишки в дойках у коров? Подскажите как лечить. Спасибо всем заранее!;раздавила себе сосок', 'постоянно бежит молоко';0;0;0;0;1;0;0;0;0;0;0
1;1;Добрый день, кто знает что такое болезнь, когда шишки в дойках у коров? Подскажите как лечить. Спасибо всем заранее!;промеж четвертей вымени появились бугорки’, ‘гной’, 'появляется корка', 'гнойные язвы';0;0;0;0;0;0;0;0;1;1;1
2;2;Добрый день, кто знает что такое болезнь, когда шишки в дойках у коров? Подскажите как лечить. Спасибо всем заранее!;"Молоко течёт',
  x’слабые соски',
  'молоко бежит',
  'Молоко течёт',
  'соски слабые'";0;0;0;0;1;0;1;0;0;0;0
0;0;Корова, видимо, вставила, раздавила сосок. Развернула все в хлам, с сосковым каналом, доктор отказался что-то делать, мыл и уехала. Если корова в запуске, сосок бы зарос, да может быть и хорошо (и три сисии живут нормально), но все сложилось, что сегодня-завтра ей тело и теперь молоко постоянно бежит из середины соска, чего не знаю, хотя садись около нее и плачь, может кто подскажет выхода.;раздавила себе сосок', 'постоянно бежит молоко';0;0;0;0;1;0;0;0;0;0;0
1;1;Корова 8 лет, месяц назад между четвертями вымени появилась бугорка, за несколько дней начала наполняться житкостью, похожей на гной, когда они лопаются, за два дня появляется корка, и ещё хуже, теперь я не знаю что делать, как лечить и как называется это балачка! Помогите пожалуйста, может кто такой?;промеж четвертей вымени появились бугорки’, ‘гной’, 'появляется корка', 'гнойные язвы';0;0;0;0;0;0;0;0;1;1;1
2;2;Что же делать, если корова слаба, и молоко вытекает из нее сама. Помогите советом Купил корову, была 2 отеля, третья должна быть февраля. Еще доится. Утром, вечером по 2-3 литра. Иногда я вижу лужи на месте, на котором лежит молоко, которое не трогает. Понятно, что они слабы. Бывшая хозяина говорила, что когда возвращается с поля, молоко уже не вытекает сама. Но вот летом, полный вымен, на сочном корме. Сейчас не такая ситуация. В интернете все написано - применить коллодию. Но уже не выпускается лет 15!! Может знает кто иные недорогие средства, нашла импортные барьеры — цена 5000 рублей, дорого. Массаж сделал.;"Молоко течёт',
  x’слабые соски',
  'молоко бежит',
  'Молоко течёт',
  'соски слабые'";0;0;0;0;1;0;1;0;0;0;0
3;3;Нетель болит на вымени Здравствуйте, Нетель на поздних сроках. Нашла, что все вымычки покрылись маленькими болями. Вымычка массируется - стоит спокойно. На фото коричневые точки, что это? Помогите пожалуйста.;"болячки на вымени',
  'вымя покрылось маленькими болячками',
  'коричневые точки'";0;0;0;0;0;0;0;0;1;1;1
4;4;У меня первотелка на днях, у нее левый передний ящик как будто пуст, остальные три бухли и дольки тоже, скажите что делать, а до отела не стоит волноваться?;сосок как будто пустой;0;0;0;0;1;0;0;0;0;0;0
5;5;Чем пропить телёнку от поноса? Скажите пожалуйста, тёлочка 2 недели, отпаивается молоком коровья + козья, 2 л за раз, 3 л в день, слабый понос, ходит жидко, но нечасто.;поноса', 'понос', 'поноса';0;0;1;0;0;0;0;0;0;0;0
6;6;У лейкозных коров язвы на сосках, что такое? Корова в стаде летнего лагеря с другим лейкозным коровам... Как лечить? Можно прижечь йод 5 %, асд-3 внутренний прием, а еще...?;лейкозной', 'язвочки на сосках', 'лейкозными';0;0;0;0;0;0;0;0;1;1;1
7;7;Добрый день, у меня проблема, Бык-1,2 вдруг начал трястись, изредка трясется. Плохо стал есть, пить, ел тоже что и другие. Что с ним может быть? И чем его лечить?;трястись', 'покашливает', 'плохо стал есть и пить';0;0;0;0;0;1;0;0;0;0;1
8;8;Мне нужны советы по лечению язв у коровы. Появилось несколько дней назад, как лечить?;язвочек на вымени';0;0;0;0;0;0;0;0;1;1;1
9;9;Можно ли смешать паратифовую сыворотку с стрептомицином двумя в одном и проколоть тело?;паратифа';0;0;0;0;0;1;0;0;0;0;1
10;10;Вчера вечером месячный телёнок не до конца выпивал молоко, а утро вообще отказался выпивать. Что это может означать?;отказался пить';0;0;1;0;0;1;0;0;0;0;1
11;11;Форумчане, корова заболела. Симптомы: после отела, отела месяц назад, корова похудела. с недели назад стала очень худая и вялая, с 5 дней - только вечером - стала меньше сено, впоследствии вообще не поела. Внешность: бока впалы, внешне выраженная худоба. Помогите, что сделать.;"худеть',
  'худой',
  'вялой',
  'убавила удой',
  'меньше есть',
  'Серку не жует',
  'бока впалые',
  'худоба',
  'вяло',
  'Серку почти не жует',
  'понос',
  'отрыжкой'";1;0;0;0;0;0;0;0;0;0;1
12;12;Добрый день, пожалуйста, купила кобылу два дня назад, хозяин сказал, что недавно родила жеребку, а волк съел ее. Проблема, что сейчас у нее пошел огонь по брюху, твёрдый, не жаркий, у неё вроде температуры не было. Как помочь животному? Или надо пройти самому?;отёк по брюху', 'твёрдый', 'не горячий';0;0;0;0;0;0;0;0;1;0;1
13;13;Телёнку год, уже два месяца плохо ест, пьётся, сегодня видел кал и кровь, что с ней?;плохо ест, пьёт', 'кал с кровью';1;0;0;0;0;0;0;0;0;0;1
14;14;Неделю назад в колхозе купили 3 телят, все дружно поносили, все стабилизировалось, но 2 дня назад все стали кашлять, одна носка забита сопельками, другая температура... Скажите пожалуйста, что можно дать им из лекарств?;поносили', 'кашлять', 'сопельками', 'температура';0;0;0;0;0;1;0;0;0;0;1
15;15;Как остановить понос в двухнедельном телёнке. Подскажите, как остановить на 2–3 дня понос? Колол Диспаркол прекратился на 2-3 дня, потом снова начался.;понос', 'понос';1;0;1;1;0;0;0;0;0;0;0
16;16;Послеродовой парез у моей коровы, как можно продувать?;послеродовой парез';0;0;0;0;0;0;0;1;0;0;1
17;17;День добрый, скажите пожалуйста, вчера укол нитокса сделал теленка (4 месяца примерно), сегодня это место очень сильно опухло..подозреваю что чуть ниже попала.. что делать с отёком?(;опухла', 'отёком';0;1;0;0;0;0;0;0;0;0;0
18;18;Корова худеет и апитит вроде средней жвачки;поносит', 'худеет';1;0;1;1;0;0;0;0;0;0;0
19;19;На заднюю ногу корова не может напасть, как ее лечить? Здесь знают, что с коровой может быть, сначала хромает на заднюю, а теперь вообще не напасает, хвост поднимается дугой, копыто проверили — чисто, похудел, может какое-то заболевание.;"не может наступить на заднюю ногу’, 'хромала на заднюю ногу',
  'не наступает',
  'хвост приподнят дугой',
  ‘похудела'";0;0;0;0;0;0;0;1;0;0;1
20;20;Добрый день, кто знает что такое болезнь, когда шишки в дойках у коров? Подскажите как лечить. Спасибо всем заранее!;в дойках шишки';0;1;0;0;0;0;0;0;0;0;1
21;21;Послеродовой отёк вымениКак избавиться от небольшого отёка вымени после отёка?;отёк вымени, отёка вымени;0;0;0;0;0;0;1;0;0;0;0
22;22;После охоты корова чем-то отравилась, думаю сена плохая. понос зеленый, нос сухой, отрыжка не было, жвачка не было стояла, как в тумане. молоко упало с 14 до 5 литров. кто что подскажет. швиц первотелка.;"отравилась',
  'понос зеленый',
  'нос сухой',
  'отрыжки небыло',
  'жвачки не было',
  'нечего не ела',
  'молоко упала'";1;0;1;1;0;0;0;0;0;0;1
23;23;У теленка нога сильно опухла. Не знаем, что делать, может кто-нибудь знает, что снимает?;‘опухла нога’;0;1;0;0;0;0;0;0;0;0;1
24;24;Посоветуйте, у телят шишки подкожные (как будто кусали пчёлы), отказываются от еды, пьют, состояние вялое, температура, что это за болезнь и как лечить?;"подкожные шишки',
  'подкожные шишки',
  'от еды отказываются',
  'вялое',
  'температура'";0;0;0;0;0;0;0;0;0;1;1
25;25;Отёк вымени у коров Чаще всего у коров возникает отёк вымени непосредственно перед кормлением или сразу после кормления. Основная причина возникновения отёка вымени у коровы - неправильное кормление телят и стельных сухостойных коров. Признаки заболевания - увеличение объема вымени, уплотнения кожи, часто опухоль распространяется на брюшную сторону коровы.;"Отек вымени',
  'Отек вымени',
  'отёка вымени',
  'увеличение вымени в объеме',
  'уплотнение кожи',
  'опухоль',
  'отёка вымени',
  'опухоли',
  'Отёк вымени'";0;0;0;0;0;0;1;0;0;0;0
26;26;Лысые участки ног 1.5 месяца для телят, подскажите какие добавки и витамины дать? Телята содержатся в телятнике 1,5 месяца по 6 голов с утра по вечеру в летнем лагере (моционе) для толька в хорошей погоде. Может такая реакция от антибиотиков?;Лысые участки на ногах';0;0;0;0;0;0;0;0;1;1;1
27;27;У коровы после отъезда часто стали появляться газы и немного жидкие стульяПосле отъезда коровы почему-то стали чаще выходить газы, и стул несколько жидкий.;газы', 'жидкий стул', 'газы', 'стул немного жидковат';1;0;0;0;0;0;0;0;0;0;1
28;28;Дорогие форумчане, с прошлыми праздниками всех, у нашей коровки появилась проблема, на второй день после еды начали горчить сливки, так молочко вкусное, жирное, а два дня постоять сливки становятся горькими. Сначала прокололи ивермек, не получилось, потом добавили порошок Клозолбен и добавили в еду пропиленгликоль, 10 дней, а с водой глюкоза 5 дней, нет результата. Коровка будет четвертая, до отела еще 5,5 месяца. Пока выходим из положения на подогрев молока до 50, но не выход. Какие варианты избавиться от глистов в сливках, а почему не помогают антигельминтики. Все коровы кормят одинаково, все проглистовали, а телят тоже. Еще прокололи Роленол, но мне кажется, что это слишком много отравы и вдруг теленок скинет? Еще можно проколоть Роленоль, но я думаю, что делать.;горчить сливки', 'сливки горькие', 'горечи в сливках';0;0;0;0;1;0;0;0;0;0;0
29;29;Привет, позавчера купил десятки телят: 7 коров, 3 телят. Возраст 2 недели до месяца. Перекупатель (у которого купил) забрал их в обед с фермы), к 23:00 они у меня были, кормить не стал сразу. Накормил. Посоветовала Марина Над, что надо их отварить чайным отваром, но был такой спешкой, что все к черту забыли... На следующий день(вчера) утром начал кормить: 2 л ЗЦМ (мустанг технология), в обед добавил к ЗЦМ прибиотик Вета 1.1. Понос в основном густой, как крем, некоторые жидкие. Как и что лечить?;поносить', 'понос густой как крем', 'жиденький';1;0;1;1;0;0;0;0;0;0;0
30;30;Добрый день, Корова два года, первый раз отелился 5 месяцев назад, потом купили. Тип гольфштейн, молоко дает до 17 л. Анализ молока показал повышенный соматический, давал с каждого венчика, давал стафилококк, после антибиотиков (в анализе указали, какие отзываются) давал анализ опять зараза, только сейчас стрептококк, а в другом венчике, давал кровь, показатели плохие, Ответ прикреплён. Ветеринар разводит руки. В чем проблема не понятна. Корм, микроэлементы, по словам ветеринара, дают норму. Соматический растет, может есть какие-то мысли? П. С. Молоко без хлопка, ест нормальный, не худой, пьет нормальный.;Повышенный соматический, стафилококк, зараза, стрептококк;0;0;0;0;1;0;0;0;0;0;0
31;31;Чем можно избавиться от маленького тела, если он часто подкашливает? Добрый день, подскажите, пожалуйста, теленок 1.5 месяца подкашливается. Чем его лечить?;Подкашливает;0;0;0;0;0;1;0;0;0;0;1
32;32;Что на глазах коровы? интересно, чем и как это лечить?;На глазу;0;1;0;0;0;0;0;0;0;0;0
33;33;Телёнок запонил при смене корма, что в корме не так?;Запоносил;1;0;1;1;0;0;0;0;0;0;0
34;34;Лечение телят с поносом. Подскажите, как лечить теляту с поноса.;понос;1;0;1;1;0;0;0;0;0;0;0
35;35;Отелилась корова в течении дня, не больная, роды не затянулись, телёнка быстро поднялась (тёлка), в течение дня сосала. К вечеру стул был кашей, потом жидкий стул желтый, 2 раза. Вчера до вечера стул был кашицей, вечером жидким стулом желтый, с неприятными запахами До вечера 2 раза дали заварку черного чая с отваром из ивана и душицы, + 2 таблетки панкреатина, еще вечером добавили немного молока, но все это телёнок не сосал путём (как будто хочет, но не сосал). Пожалуйста, советуйте, как лечить телёнка дальше?;Стул кашицей, жидковатый стул жёлтого цвета;1;0;1;1;0;0;0;0;0;0;0
36;36;Добрый день, я такая проблема, бык обдулся, пришел ветврач, сказал, чтобы залить масло и он встанет, и нечего не делать. Но задние ноги он как парализован, мы залили масло, мяли голодную ямку, уже все нормально, начала работать желудок, но результата нет, он не встает и все. Связки не рвали, кушает теперь хорошо. Помогите, что делать? Ему полгода?;Обдуло, не встаёт на задние ноги, не встаёт;0;0;0;0;0;0;0;1;0;0;1
37;37;Помоги остановить понос на 10 дней телёнка Третий день понос был жёлто-зеленым, как вода, давала сладкий чай, яйца, отвар геркулесовый, вчера уколола 2 кубика «Дизпаркола» в стайке сухой, чистой.;Понос;1;0;1;1;0;0;0;0;0;0;0
